Country,Year,Region,GDP_per_capita,Education_Expenditure,Primary_Enrollment,Secondary_Enrollment,Tertiary_Enrollment,Literacy_Rate,Avg_Years_Schooling,Internet_Access,Pupil_Teacher_Ratio,Gender_Parity_Index,Unemployment_Rate,Government_Policy_Score,GDP_per_capita_log,Cluster
Australia,2015,Oceania,4313.07,3.98,98.4,68.8,57.3,72.7,11.1,51.1,25.3,1.03,4.5,7.6,8.369405226518456,1
Japan,2021,East Asia,1173.32,3.98,92.7,79.3,5.0,87.3,10.2,44.1,18.5,1.0,9.8,1.7,7.067592616223103,0
United States,2018,North America,14541.87,5.22,98.1,72.8,43.6,84.3,11.8,43.3,16.7,1.05,8.9,7.0,9.584787353546883,1
South Korea,2021,East Asia,11594.52,3.89,94.9,64.0,22.8,99.6,9.2,49.5,17.1,1.03,13.3,8.3,9.358287851678801,0
Mexico,2024,North America,4521.57,6.42,90.8,68.5,28.0,73.3,12.1,48.4,10.0,0.92,7.6,2.6,8.416614557648664,1
Egypt,2017,Africa,6158.2,3.17,100.0,79.6,36.2,69.5,6.9,48.4,18.9,1.15,7.9,5.2,8.725539806034343,1
Indonesia,2024,Southeast Asia,26800.47,4.36,97.2,90.5,45.7,89.4,10.7,58.7,20.2,0.84,4.9,5.9,10.196174703658604,2
Turkey,2021,Europe,18707.88,3.85,100.0,82.9,38.7,70.5,9.4,70.2,19.5,0.99,6.5,4.6,9.83670010445702,1
Brazil,2018,South America,4998.28,7.78,90.0,70.3,38.8,64.4,12.6,83.4,12.5,0.97,9.9,6.0,8.516849132234665,1
Saudi Arabia,2023,Middle East,22997.08,6.79,90.9,79.7,16.9,80.4,9.6,62.9,15.8,1.06,2.6,4.2,10.043122530329887,2
Kenya,2022,Africa,12578.36,3.3,96.4,91.3,34.7,98.4,6.8,48.2,21.1,0.9,5.6,6.3,9.439733156096313,2
Germany,2021,Europe,16340.93,4.03,85.8,68.5,14.0,84.2,9.4,57.5,15.3,0.83,11.3,6.0,9.701428282339041,1
Saudi Arabia,2015,Middle East,12496.52,4.4,88.3,87.9,24.3,83.9,10.5,74.3,19.9,0.9,8.8,7.7,9.433205484529918,1
Australia,2016,Oceania,24381.9,5.31,100.0,76.5,38.0,97.3,12.7,87.8,19.6,1.08,10.2,6.1,10.101596332730413,2
Russia,2016,Europe,8213.14,3.0,96.9,83.8,28.1,77.3,8.5,63.0,23.9,1.04,7.0,8.8,9.013490589741261,1
China,2015,East Asia,36785.48,4.52,100.0,68.1,52.1,76.8,8.8,59.2,10.4,0.82,4.4,8.6,10.512858481078293,2
South Korea,2019,East Asia,13084.66,5.87,86.8,78.6,41.6,75.4,13.2,34.9,18.8,1.2,4.1,4.8,9.479195830675568,1
France,2019,Europe,16244.01,2.51,97.6,57.2,35.0,99.5,10.8,59.2,18.4,0.99,6.1,6.8,9.695479504417918,2
Mexico,2020,North America,20158.4,4.72,98.5,80.1,16.3,61.6,9.8,51.0,21.0,1.17,6.2,6.6,9.911376353956365,1
Kenya,2023,Africa,-2763.5,5.24,91.1,85.0,36.8,83.5,6.2,32.5,22.9,1.12,7.7,5.5,,0
Saudi Arabia,2020,Middle East,15386.63,4.29,91.5,61.5,14.9,78.1,9.7,33.4,19.6,0.92,2.0,4.7,9.641254229495434,2
Kenya,2022,Africa,5893.76,3.55,100.0,81.2,50.8,100.0,8.4,31.3,16.1,1.01,8.2,6.4,8.681649443092947,0
Turkey,2022,Europe,11421.6,5.12,100.0,67.5,21.0,100.0,7.2,76.9,19.0,1.15,6.1,6.8,9.34326157847501,0
France,2024,Europe,4492.81,3.48,96.2,68.3,15.7,100.0,9.5,82.9,29.5,0.95,6.7,6.2,8.410233620172436,0
Russia,2024,Europe,18770.27,6.18,99.9,82.2,30.2,84.9,7.0,74.3,31.6,1.03,11.2,7.7,9.840029514133462,1
Saudi Arabia,2024,Middle East,10641.2,3.17,89.3,76.2,43.3,91.1,7.2,84.7,17.2,1.01,5.1,3.6,9.272488538491116,2
China,2022,East Asia,4915.89,5.57,94.9,64.0,25.7,99.2,11.3,72.3,30.6,1.15,7.1,4.9,8.500228094520203,0
Japan,2016,East Asia,35680.99,6.31,92.3,61.7,5.0,72.2,8.5,86.8,24.9,1.03,8.8,4.4,10.482373332945786,1
Indonesia,2020,Southeast Asia,4538.9,4.15,99.9,75.5,45.6,85.4,6.9,65.8,18.1,1.11,2.3,9.1,8.42043997092935,0
Russia,2023,Europe,5139.81,4.08,87.6,85.1,18.3,79.6,11.6,49.8,19.6,1.06,8.1,6.4,8.544771392785444,0
Saudi Arabia,2016,Middle East,10326.26,3.91,97.2,72.1,38.8,65.8,9.4,70.7,23.3,0.98,8.0,4.8,9.242445444282009,1
Nigeria,2019,Africa,15311.36,3.99,100.0,73.9,17.6,82.7,7.5,54.5,14.9,0.98,10.0,8.9,9.636350315536028,1
Nigeria,2019,Africa,-913.86,5.59,100.0,63.4,9.3,71.2,9.4,16.5,25.7,0.8,7.0,6.6,,1
Saudi Arabia,2023,Middle East,20534.25,6.19,100.0,78.9,26.1,86.9,10.3,64.8,17.6,1.12,5.8,5.8,9.929849502714182,2
Egypt,2020,Africa,-2725.42,5.89,100.0,87.0,18.9,76.9,6.4,66.1,22.4,0.93,5.3,2.2,,0
Japan,2018,East Asia,14101.46,3.46,91.6,97.9,45.0,84.7,9.9,49.9,24.8,0.97,3.7,9.3,9.554033617105024,2
Argentina,2018,South America,8703.22,7.58,99.5,81.8,20.6,99.7,14.3,39.7,19.6,0.91,6.0,5.7,9.071448351109563,0
South Korea,2019,East Asia,25360.85,2.36,98.6,82.6,21.3,85.2,8.4,62.4,29.2,0.91,7.9,4.2,10.140961925339626,2
South Africa,2020,Africa,9807.7,4.98,98.0,69.7,17.9,69.1,9.5,70.7,22.0,1.07,5.4,5.8,9.190923070432499,1
Turkey,2021,Europe,-3766.18,4.3,100.0,76.9,65.0,89.3,11.5,74.2,24.2,1.03,9.6,5.0,,0
Nigeria,2019,Africa,14729.84,6.84,97.0,71.4,16.9,88.8,9.5,47.1,15.1,0.89,7.2,7.0,9.597630647211668,2
Saudi Arabia,2021,Middle East,19185.62,8.0,98.6,86.1,35.1,71.1,8.7,95.8,15.9,1.01,7.1,9.1,9.861916319073128,1
South Africa,2024,Africa,8364.61,5.42,94.3,52.6,29.1,84.8,9.8,46.4,13.0,1.08,6.0,6.0,9.031764989500813,0
China,2019,East Asia,1134.44,4.14,98.6,78.2,28.8,79.6,9.1,67.2,21.8,1.06,9.5,6.2,7.0338944160871,0
South Africa,2020,Africa,17808.73,5.49,91.3,78.3,43.0,92.6,8.6,20.9,27.2,0.99,1.0,5.4,9.787444065487364,2
Russia,2023,Europe,20934.9,2.89,89.6,72.5,36.6,79.2,8.8,76.2,20.1,0.85,10.6,5.6,9.949172901752082,1
Japan,2018,East Asia,7732.11,4.22,88.4,75.1,43.2,79.3,8.9,48.2,23.6,0.98,5.3,6.3,8.953137066817815,1
Mexico,2024,North America,12772.28,4.29,91.0,81.2,28.9,82.0,9.9,99.2,24.2,0.93,3.2,6.6,9.455032476550835,2
Turkey,2017,Europe,10310.93,4.15,94.1,73.9,31.8,80.2,5.2,63.7,23.1,0.91,9.2,6.6,9.24095977662864,1
India,2019,South Asia,15969.2,4.78,98.7,80.4,11.3,98.0,10.6,40.1,11.1,0.88,10.7,5.8,9.678417146028204,0
Egypt,2018,Africa,10296.29,7.54,89.2,63.1,34.7,88.0,11.0,41.4,16.7,1.14,8.2,6.6,9.239538915157468,0
Saudi Arabia,2020,Middle East,11441.8,6.47,100.0,74.7,10.0,94.4,10.6,61.8,25.9,1.05,6.1,8.0,9.345028595214075,2
Brazil,2022,South America,16760.84,5.88,95.7,80.6,57.2,99.0,8.4,78.6,17.0,1.08,6.6,3.0,9.726800492111884,2
South Korea,2018,East Asia,17316.46,6.08,98.0,66.4,39.0,83.7,11.1,80.7,13.5,1.01,4.3,6.4,9.759412773235592,2
France,2022,Europe,3906.65,4.41,96.4,52.1,31.0,70.0,11.2,21.2,18.2,1.13,3.9,4.5,8.270435508242189,1
Nigeria,2024,Africa,3399.19,4.58,83.4,72.4,45.4,100.0,8.0,54.1,22.0,0.92,11.4,5.9,8.1312924469276,0
Mexico,2023,North America,16762.39,5.3,86.4,77.7,25.5,76.3,10.4,82.6,20.0,1.15,6.3,2.6,9.726892965301436,1
Japan,2017,East Asia,5678.37,6.79,100.0,78.6,25.7,81.9,9.4,60.3,22.8,1.03,3.4,3.7,8.644419498699916,0
Nigeria,2024,Africa,8349.06,3.9,94.6,75.2,26.9,86.3,10.9,57.4,26.9,1.16,4.5,6.8,9.029904236657577,0
Germany,2019,Europe,13085.52,3.36,94.8,53.6,46.7,93.7,10.0,79.3,16.5,0.8,5.6,3.6,9.479261554335116,2
India,2021,South Asia,15084.96,6.66,96.5,72.4,51.7,100.0,10.4,47.0,20.6,1.02,6.4,8.6,9.621453499948943,2
Russia,2021,Europe,21760.38,2.77,88.7,69.7,20.1,80.3,9.5,56.4,20.9,0.97,2.8,4.1,9.987846164052693,2
United States,2016,North America,6563.87,3.31,97.0,71.0,21.1,84.1,10.1,65.1,32.0,0.94,8.1,8.1,8.789335647016907,0
South Africa,2019,Africa,16517.11,4.12,86.0,71.9,40.3,100.0,6.7,58.9,16.6,1.09,5.1,2.9,9.712152092303963,2
Indonesia,2022,Southeast Asia,-1462.0,4.89,95.4,80.2,37.0,88.1,10.4,43.3,20.0,1.05,4.1,2.5,,0
Russia,2024,Europe,17779.93,4.22,100.0,81.6,30.2,71.5,12.2,75.6,26.4,1.1,3.3,6.9,9.785825572052271,1
Nigeria,2023,Africa,11625.18,4.67,93.4,70.3,23.5,83.9,7.0,23.5,17.2,0.94,13.7,8.7,9.36092871420665,1
Argentina,2021,South America,13368.29,4.45,100.0,74.9,32.2,82.5,9.2,37.7,25.7,0.97,10.8,8.2,9.500640763636575,1
South Africa,2019,Africa,7762.21,6.35,94.0,69.4,25.3,85.7,10.9,67.7,29.6,1.05,5.3,6.3,8.957022366445637,0
Canada,2021,North America,22208.2,3.79,91.8,86.5,46.6,85.4,8.5,54.2,21.5,1.07,10.1,6.3,10.008216869029669,1
Indonesia,2024,Southeast Asia,5350.3,6.67,100.0,84.8,55.5,93.2,9.7,38.1,16.1,0.96,9.3,9.2,8.584907913084276,0
India,2022,South Asia,26075.87,3.82,94.4,61.5,60.0,70.4,9.2,87.7,22.0,1.06,7.7,2.5,10.16876564460479,1
Australia,2021,Oceania,18569.72,5.43,92.2,82.5,28.1,98.7,9.4,71.3,21.5,1.07,7.3,7.4,9.829287576150147,2
Japan,2016,East Asia,20669.07,2.67,98.3,70.5,32.6,82.5,8.7,87.9,13.1,0.8,5.3,5.6,9.936393658920505,2
China,2017,East Asia,8532.8,3.08,98.5,76.1,72.9,77.1,10.3,71.1,18.6,0.89,6.7,7.1,9.051672839846338,1
India,2020,South Asia,9681.38,4.14,94.4,67.1,54.4,86.6,9.1,76.3,20.8,1.12,4.4,7.2,9.1779597320931,2
Canada,2015,North America,14807.04,6.51,99.8,77.9,39.5,84.2,11.8,49.3,19.7,1.06,4.8,4.0,9.602858022330071,2
Germany,2019,Europe,22264.92,2.35,99.7,71.6,16.8,98.7,5.9,82.4,34.4,1.17,6.1,9.1,10.010767624666032,2
India,2023,South Asia,24107.07,3.26,90.1,77.5,43.2,95.4,11.5,64.4,17.5,1.09,10.4,6.3,10.090260437452674,2
Russia,2019,Europe,13486.01,3.78,87.6,67.8,56.7,85.4,8.3,59.5,18.2,1.04,5.9,5.9,9.509408130803966,2
China,2016,East Asia,-1295.39,3.02,96.5,73.5,43.7,87.5,12.3,10.0,19.7,1.06,7.2,5.5,,0
Australia,2018,Oceania,11489.52,3.53,92.8,65.8,31.0,76.7,11.7,42.8,27.9,1.1,10.5,5.9,9.349190594513264,1
Canada,2024,North America,5919.96,2.0,99.2,74.0,28.3,91.6,14.8,60.8,25.5,0.98,9.9,6.2,8.686084971098468,0
Canada,2015,North America,22253.79,5.43,91.8,61.2,5.0,89.1,12.2,71.8,26.9,1.17,8.5,1.5,10.010267610167325,2
India,2020,South Asia,5664.08,3.48,88.1,58.5,34.4,73.3,7.9,65.5,15.6,1.01,6.2,8.1,8.641899759567593,1
Saudi Arabia,2019,Middle East,9828.06,2.47,93.4,96.5,58.0,100.0,10.3,63.8,15.0,1.05,2.9,5.6,9.19299683862854,2
Kenya,2021,Africa,7248.44,3.59,97.2,69.7,5.0,92.7,10.8,48.0,19.6,1.2,9.1,4.8,8.888541552282023,0
Egypt,2018,Africa,6811.31,5.37,93.4,73.3,8.9,83.4,6.9,36.1,17.8,1.05,1.1,5.3,8.82633974481428,2
Egypt,2024,Africa,-7682.47,7.69,87.6,74.1,16.5,88.7,4.9,88.3,32.2,1.11,7.4,5.2,,0
Saudi Arabia,2024,Middle East,6836.2,2.59,91.8,80.4,27.0,83.0,10.0,79.2,29.4,0.84,12.9,8.7,8.829987300682873,0
Nigeria,2023,Africa,10265.23,4.01,92.8,85.5,29.6,65.4,9.2,47.8,25.3,0.86,14.3,5.9,9.236517735436797,1
South Korea,2018,East Asia,1310.72,4.55,97.2,87.5,36.0,86.6,9.7,35.9,20.1,1.0,4.9,2.2,7.178331883530979,0
China,2015,East Asia,11920.73,5.41,100.0,72.9,32.8,82.2,10.1,50.2,22.8,0.8,8.6,5.1,9.386034180354889,1
Russia,2024,Europe,14019.85,2.09,94.8,80.2,51.9,85.1,10.1,72.4,16.2,1.13,2.9,7.6,9.54822946152992,2
Japan,2018,East Asia,5943.64,2.42,90.8,80.9,19.4,93.6,9.6,36.8,18.7,1.08,10.9,7.5,8.690077019287536,0
Brazil,2021,South America,22662.24,4.52,92.9,72.9,56.4,76.5,9.6,67.8,18.8,1.13,8.1,6.4,10.028455382300107,1
South Africa,2023,Africa,5661.88,6.21,93.0,68.3,42.0,91.0,10.6,13.5,19.9,1.01,9.1,3.8,8.641511271522843,0
Saudi Arabia,2015,Middle East,19918.4,3.58,94.7,88.9,38.1,87.0,10.7,74.1,10.0,1.09,10.8,6.3,9.899399206627521,1
Brazil,2016,South America,523.34,3.44,89.2,75.5,37.1,96.3,12.3,100.0,16.5,1.0,7.0,4.7,6.260231348446609,0
Argentina,2024,South America,17234.02,5.62,100.0,81.3,18.9,71.7,7.9,73.5,20.4,0.87,4.4,8.2,9.754640616295731,1
Nigeria,2022,Africa,14289.18,2.0,96.4,83.6,30.0,95.4,13.0,80.6,22.1,0.91,12.2,4.1,9.567257886492294,0
India,2016,South Asia,19455.02,3.57,89.9,88.4,56.0,74.2,10.5,57.1,14.1,0.91,5.8,6.5,9.87586041343149,1
Egypt,2021,Africa,20152.79,6.04,96.3,73.9,10.7,78.8,11.8,79.0,13.6,0.97,3.0,7.4,9.911098019328376,2
Egypt,2018,Africa,7210.42,2.36,98.0,83.8,46.4,82.6,10.7,79.3,10.0,1.06,1.4,5.0,8.883282481009573,2
Mexico,2024,North America,13117.25,5.37,94.5,82.0,27.5,91.8,10.5,64.7,18.3,0.98,6.8,4.5,9.481683436869627,2
Brazil,2017,South America,14474.0,4.94,95.2,64.5,31.1,85.7,8.6,64.1,17.5,1.02,9.0,5.3,9.580109215426074,1
Egypt,2019,Africa,6972.26,6.29,94.2,81.4,26.6,87.5,8.8,22.3,27.3,0.96,8.4,5.5,8.849694697969825,0
India,2015,South Asia,6590.16,6.39,98.3,66.4,47.4,100.0,10.1,79.1,26.7,0.92,8.8,3.3,8.793332906412743,0
Egypt,2019,Africa,3360.05,3.74,92.7,66.8,21.8,73.8,6.2,52.0,12.9,0.93,4.1,3.1,8.11971113379891,1
Australia,2024,Oceania,17443.93,4.63,96.2,75.4,44.4,82.7,12.6,32.9,12.6,0.8,1.4,5.1,9.766747016113515,2
Saudi Arabia,2021,Middle East,12920.18,5.94,93.5,90.4,38.8,90.2,11.3,52.2,28.4,1.04,12.0,8.1,9.46654570912809,0
Mexico,2018,North America,19508.17,3.96,94.6,78.4,17.9,62.5,8.7,53.4,22.6,1.13,7.0,3.6,9.878588631165563,1
Egypt,2016,Africa,4068.99,4.74,93.9,65.9,64.7,92.9,10.8,24.0,13.9,0.85,6.1,8.3,8.311150090392378,0
Germany,2021,Europe,13418.46,4.01,86.7,78.0,27.7,96.0,7.9,56.3,17.0,0.96,9.1,3.6,9.504386649842557,0
Mexico,2022,North America,13475.06,4.43,98.1,71.1,50.6,64.8,10.4,59.6,24.8,0.9,12.1,8.7,9.508595848457452,1
China,2021,East Asia,11286.43,5.14,89.5,81.2,22.5,88.1,7.5,83.6,22.9,1.2,7.5,2.9,9.331356398104546,0
Saudi Arabia,2021,Middle East,17252.26,8.0,93.8,79.9,44.5,72.4,10.0,74.1,23.6,0.96,4.2,4.5,9.75569842837061,1
United States,2023,North America,13024.84,4.67,88.3,85.5,48.2,100.0,10.1,56.4,12.4,0.85,3.9,3.4,9.47461358247702,2
Nigeria,2018,Africa,134.79,3.37,100.0,80.3,44.6,68.9,9.6,27.1,23.0,0.93,3.0,5.1,4.903718011750178,1
Indonesia,2021,Southeast Asia,9883.51,5.6,92.3,75.2,21.3,79.7,7.5,52.5,22.6,1.03,11.0,3.3,9.198622990808795,1
Turkey,2020,Europe,13922.35,3.65,95.4,76.1,21.3,87.8,9.2,86.9,12.8,0.94,10.9,6.4,9.541250741478688,0
Japan,2015,East Asia,7624.44,4.4,85.5,81.3,22.0,85.3,9.8,54.2,10.0,0.97,1.0,9.1,8.93911415615562,2
Indonesia,2023,Southeast Asia,12500.26,3.14,84.5,80.9,41.3,83.1,9.4,43.3,16.0,1.12,5.8,6.7,9.433504723074076,2
Saudi Arabia,2021,Middle East,11844.61,4.22,100.0,88.6,45.5,84.1,11.1,24.5,19.6,0.92,9.1,7.6,9.379628190765906,1
Mexico,2024,North America,24241.84,4.39,94.6,81.1,54.1,70.7,9.2,14.2,24.9,0.93,8.2,3.3,10.095835344893175,1
South Africa,2020,Africa,3313.34,3.72,91.1,84.6,21.5,96.9,12.6,49.6,28.5,1.09,13.8,9.6,8.10571202305292,0
China,2016,East Asia,16536.91,6.1,93.8,88.5,17.8,80.7,8.1,52.6,18.4,1.0,9.0,6.3,9.713350131293971,1
Saudi Arabia,2021,Middle East,18664.51,3.03,91.8,70.6,33.5,97.4,9.6,45.2,23.1,1.01,6.3,8.8,9.834379138660125,2
Brazil,2021,South America,21285.3,4.42,94.4,71.9,14.3,82.2,9.5,33.5,14.5,1.2,11.9,4.5,9.965771972595626,1
South Africa,2018,Africa,-1891.32,5.32,92.9,75.9,34.3,80.1,6.5,43.4,18.0,0.94,3.2,9.3,,0
Japan,2020,East Asia,18974.55,4.17,98.2,72.4,70.5,100.0,12.9,80.0,18.1,0.81,11.0,5.0,9.850853886567595,0
France,2019,Europe,15193.9,5.14,97.9,78.5,23.4,83.4,8.9,81.5,18.4,0.97,7.3,5.4,9.628649310496161,1
Egypt,2019,Africa,3949.09,2.9,89.4,69.2,39.9,76.1,10.0,79.4,12.6,0.9,2.9,3.2,8.281240451606841,0
Egypt,2021,Africa,-14372.82,4.78,90.5,77.0,49.3,75.3,11.0,82.7,16.7,0.8,3.4,10.0,,0
Saudi Arabia,2022,Middle East,12978.66,6.02,95.1,57.5,42.6,78.8,13.4,45.1,28.5,1.17,2.7,7.4,9.471061749181601,2
United States,2024,North America,12145.79,6.25,97.0,76.9,28.6,90.9,6.7,78.9,24.2,1.05,4.2,4.1,9.404737886665373,2
Egypt,2016,Africa,-1269.52,3.14,96.5,69.9,29.3,80.3,7.2,49.2,25.5,1.08,8.5,9.0,,0
Mexico,2015,North America,10742.57,3.98,100.0,74.7,21.3,73.1,7.7,85.5,21.1,1.03,7.1,4.6,9.281969631801996,1
France,2024,Europe,-6070.79,2.03,100.0,82.6,59.1,87.6,10.9,34.3,12.1,1.11,7.9,6.0,,0
South Korea,2020,East Asia,10988.79,7.21,90.8,90.0,35.4,64.9,10.7,58.6,17.8,1.01,1.0,6.4,9.304630941245215,1
France,2015,Europe,15787.67,7.28,100.0,72.2,49.8,98.4,9.7,65.0,18.1,0.87,10.3,4.0,9.66698453461344,0
Indonesia,2021,Southeast Asia,12949.59,6.08,88.1,72.0,56.4,70.8,8.6,34.4,24.9,1.19,10.6,6.7,9.468819406394827,1
Mexico,2021,North America,13510.85,5.66,98.3,62.4,18.4,69.4,10.0,54.5,23.0,1.12,8.0,5.8,9.511248345333346,1
Germany,2021,Europe,25299.26,2.21,95.3,72.9,32.7,79.8,12.1,25.2,23.4,0.9,1.0,6.9,10.138530425275993,2
Nigeria,2020,Africa,8142.57,6.56,95.2,84.5,48.3,86.6,6.9,74.4,24.5,0.91,5.9,2.5,9.00486113398172,0
Egypt,2019,Africa,11422.09,3.05,98.2,83.3,44.3,86.1,11.5,58.1,25.2,0.96,10.7,6.5,9.343304478724495,0
South Korea,2019,East Asia,14798.89,4.54,100.0,70.7,39.0,75.1,8.6,70.6,16.9,1.1,11.4,4.9,9.602307456939565,1
Indonesia,2017,Southeast Asia,10603.03,5.85,96.5,60.4,22.6,86.5,13.4,79.4,32.6,1.0,1.0,10.0,9.268895088309705,2
Brazil,2018,South America,7432.94,2.37,99.4,89.2,53.8,89.4,5.8,67.0,26.9,1.05,6.9,8.1,8.913676752581857,0
Argentina,2023,South America,22857.06,3.9,97.4,74.2,39.0,84.6,8.9,45.6,22.1,1.06,5.3,3.8,10.037015320154081,2
Saudi Arabia,2023,Middle East,14143.56,4.12,100.0,85.1,16.3,82.9,10.1,52.7,27.0,0.85,5.0,6.1,9.557014675796257,2
South Africa,2015,Africa,-1910.68,3.89,85.9,87.1,43.8,64.8,11.5,55.5,18.1,1.01,5.8,5.9,,1
France,2020,Europe,6864.91,3.95,91.4,79.7,33.3,84.2,7.6,73.6,22.2,1.12,8.0,5.8,8.834178208137985,0
Canada,2018,North America,19941.26,3.43,92.8,69.6,53.7,84.1,9.7,47.5,21.4,1.0,11.1,5.8,9.900546231088159,1
Germany,2017,Europe,20321.46,3.06,95.4,78.6,20.9,87.3,7.3,15.9,20.9,1.1,1.0,7.5,9.919432749505003,2
Germany,2024,Europe,23846.07,2.0,94.4,62.5,64.7,85.8,6.1,78.6,18.1,1.0,3.8,7.5,10.079374702864579,2
Russia,2015,Europe,19194.6,5.67,92.6,65.9,47.7,95.2,5.8,66.9,21.3,1.0,8.9,1.1,9.862384268457674,2
Nigeria,2016,Africa,17628.06,8.0,96.3,80.1,23.7,92.4,9.4,55.6,19.0,0.91,10.9,9.3,9.777247229632055,0
Turkey,2019,Europe,8526.13,5.14,99.0,64.5,26.9,79.0,11.9,78.2,23.5,0.96,8.0,8.3,9.050890844687215,1
Mexico,2017,North America,26603.47,3.33,84.6,63.6,27.2,87.6,10.6,58.7,21.9,1.07,5.2,5.2,10.188796937389602,2
Kenya,2017,Africa,8414.89,5.11,88.4,82.7,36.8,74.6,9.1,55.5,15.5,1.01,7.8,8.5,9.037758034644044,1
Australia,2019,Oceania,1917.49,4.69,92.7,71.6,65.7,95.3,11.8,65.4,20.6,0.88,12.1,4.1,7.558772318103953,0
Brazil,2018,South America,18400.43,3.92,93.3,60.7,39.3,66.7,4.6,48.6,22.2,0.88,1.1,9.7,9.82012931288923,1
Australia,2019,Oceania,31303.9,5.5,93.1,80.2,44.8,90.6,11.0,71.4,18.2,1.01,9.3,6.8,10.351497969405207,2
Brazil,2023,South America,22144.7,3.2,96.5,66.9,36.1,78.2,8.9,78.4,22.8,0.9,5.6,7.7,10.005353469189446,2
Germany,2018,Europe,29898.34,5.77,91.7,73.3,40.1,88.3,9.9,42.3,17.8,1.03,5.8,8.0,10.305558239442925,2
Germany,2024,Europe,801.64,6.41,100.0,78.8,23.8,100.0,8.9,44.4,21.6,1.12,12.8,4.8,6.686659629285227,0
Canada,2024,North America,16032.06,4.66,92.7,77.5,43.4,88.2,7.6,61.4,14.4,0.84,6.9,6.9,9.682345746392558,2
Brazil,2019,South America,15231.78,4.04,96.5,92.1,38.4,100.0,9.2,57.7,21.3,0.8,7.4,4.0,9.63113931364953,2
Russia,2022,Europe,20773.28,3.63,91.8,76.4,24.8,77.7,9.4,88.2,19.0,1.2,10.6,5.3,9.94142282447913,1
Australia,2017,Oceania,17901.85,5.01,94.4,78.0,20.1,97.6,9.6,79.5,17.5,1.2,6.3,4.4,9.792659338443709,2
Egypt,2015,Africa,-12616.24,4.74,98.8,83.7,35.6,74.7,12.7,54.8,10.0,0.99,1.0,1.0,,0
South Africa,2024,Africa,70.67,2.86,91.9,73.8,16.5,90.5,7.4,49.7,21.8,1.16,5.3,4.9,4.258021154702763,0
Germany,2016,Europe,21196.1,4.43,95.0,77.6,24.7,86.8,13.7,57.2,30.4,0.85,6.2,6.0,9.96157248147282,2
India,2019,South Asia,3810.64,4.05,91.4,67.7,35.8,100.0,10.7,76.6,21.4,0.91,6.5,6.1,8.245552433016478,0
Brazil,2023,South America,13064.97,4.06,97.7,84.7,55.6,84.3,12.2,57.8,20.6,1.04,9.9,10.0,9.477689881740826,1
India,2022,South Asia,4839.71,4.1,97.7,64.0,12.1,83.2,7.6,71.8,16.5,1.05,11.4,9.9,8.48461008056019,0
Russia,2020,Europe,17496.56,3.38,100.0,77.6,39.0,90.3,7.4,35.8,24.0,0.96,8.8,6.0,9.769759569160339,2
Brazil,2017,South America,23799.68,6.99,96.0,83.8,34.9,98.2,6.5,72.3,18.1,1.06,6.7,6.8,10.077427414191025,2
Russia,2017,Europe,12192.17,2.0,100.0,56.0,19.4,89.8,10.5,79.9,22.3,1.12,9.4,2.7,9.40854922139877,0
Egypt,2015,Africa,5276.72,3.63,100.0,68.8,47.1,70.3,9.2,62.3,12.2,0.97,8.4,8.0,8.571059971546898,1
Japan,2017,East Asia,22210.52,4.7,97.2,63.9,9.5,85.0,6.8,15.3,18.5,0.97,4.6,6.7,10.008321329491478,2
Nigeria,2023,Africa,8188.09,5.13,93.8,70.7,16.6,84.1,11.0,57.1,20.6,1.02,6.6,4.6,9.010435938415936,0
United States,2023,North America,14803.84,4.91,97.8,96.2,36.6,89.4,8.1,62.0,14.9,0.86,3.8,6.0,9.602641885557881,2
Turkey,2015,Europe,1414.6,4.89,95.3,61.9,30.0,81.8,11.0,43.8,26.5,0.97,5.9,2.0,7.254602084601889,0
France,2017,Europe,-10895.2,3.84,86.7,63.7,30.5,96.1,9.0,53.6,17.1,1.03,14.2,7.0,,0
Brazil,2015,South America,5475.39,4.88,91.0,83.8,33.4,89.0,11.4,99.7,16.7,0.8,1.9,5.2,8.608018785024473,2
Indonesia,2017,Southeast Asia,19030.81,4.23,94.9,62.1,37.8,87.8,5.5,99.7,24.0,1.02,13.5,5.0,9.853814523756402,1
China,2018,East Asia,17302.12,2.22,100.0,81.7,24.5,78.7,11.4,91.0,17.2,1.08,4.2,7.2,9.758584316330648,2
Saudi Arabia,2020,Middle East,15293.36,2.02,92.4,83.3,42.1,72.8,7.4,26.1,15.9,1.02,9.2,2.6,9.635174026252841,1
Argentina,2019,South America,16086.72,2.83,95.0,93.2,16.8,85.2,3.6,70.9,17.7,1.12,6.4,7.0,9.685749365880469,2
Mexico,2018,North America,30328.28,5.44,98.4,87.0,40.7,77.4,4.4,47.6,23.2,0.96,6.4,5.6,10.319835889546061,2
Mexico,2017,North America,10612.82,5.49,97.8,73.8,45.6,85.5,9.8,53.0,17.9,0.95,6.6,7.0,9.269817983286325,0
India,2018,South Asia,10931.85,4.57,100.0,85.9,19.6,100.0,10.8,50.2,10.7,1.09,8.3,4.1,9.299435825768311,0
Brazil,2024,South America,15872.23,2.4,88.2,72.0,31.7,99.9,9.5,50.9,16.3,1.03,1.0,6.2,9.67232632034708,2
Canada,2016,North America,28820.29,6.0,100.0,68.0,41.9,83.4,11.9,58.0,25.3,0.9,6.6,5.4,10.268834931959514,2
